scope,addr,name,signature,type,comment,evidence,basis
Setup,0x0001CF58,hex_char_to_value,,math,"Converts one 16-bit character to its numeric value: 0x30-0x39 becomes 0-9 by the subtract of 0x30, and 0x61-0x7A is first folded by subtracting 0x20 and then reduced by 0x37 to 10-35. The range tests are unsigned 16-bit comparisons, so any other character falls through to the final subtract of 0x37 and yields a negative value sign-extended into RAX; nothing is validated. It touches no memory, and its only callers in this module are the two calls in the hex decoder at 0x0001D374.",bios/ghidra/listings/Setup/0001CF58.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001CF88,strncmp_bytes,,logic,"Byte-wise strncmp with the count in R8. A zero count returns 0 immediately; otherwise it loads a byte from the string in RCX and, while that byte is non-zero, the byte at RDX is also non-zero and equal, and the count is above one, advances both pointers and decrements the count. It returns the sign-extended difference *RCX - *RDX, so the first differing pair of bytes decides the sign.",bios/ghidra/listings/Setup/0001CF88.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001CFBC,wcsnlen,,reader,"Bounded length of a 16-bit string. Returns 0 if either pointer is NULL or the first 16-bit unit is already zero; otherwise it compares word ptr [RCX + index*2] against zero and stops at the first zero unit, returning that index, or returns the RDX limit itself when the limit is reached first. The limit is used as a plain 64-bit count with no upper bound check of its own.",bios/ghidra/listings/Setup/0001CFBC.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001CFF0,wcsncpy_wide,,copy,"Copies a 16-bit string with the count in RDX measured in units. A NULL destination or source, or a count above 0xF4240, gives 0x8000000000000002; a source at least as long as the count gives 0x8000000000000005; and a source that overlaps the destination range gives 0x800000000000000F. Otherwise it copies 16-bit units from the source until a zero unit, writes a 16-bit zero at the end and returns 0.",bios/ghidra/listings/Setup/0001CFF0.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001D08C,wcsncpy_sized,,copy,"Copies a 16-bit string with both a destination capacity in RDX and a count in R9, both in units, and clamps the work to the smaller of the two after taking the source length from 0x0001CFBC. A NULL pointer, a capacity or count above 0xF4240, or a zero capacity gives 0x8000000000000002; a capacity no larger than the clamped count gives 0x8000000000000005; an overlap gives 0x800000000000000F. On success it writes at most that many units plus a 16-bit terminator and returns 0.",bios/ghidra/listings/Setup/0001D08C.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001D16C,wcsncat_bounded,,copy,"Appends the 16-bit string in R8 to the one in RCX, whose capacity RDX is in units. It takes the destination's current length from 0x0001CFBC; a NULL pointer, a capacity above 0xF4240 or a zero capacity gives 0x8000000000000002, a destination that already fills its capacity gives 0x8000000000000004, a source that does not fit in the remainder gives 0x8000000000000005, and an overlap gives 0x800000000000000F. The copy is a 16-bit unit loop from the source's start that stops at the source's zero unit, which is also written at the end.",bios/ghidra/listings/Setup/0001D16C.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001D23C,str_to_guid,,logic,"Parses a hyphenated 16-bit string held in the module global at 0x000292B8 into a 16-byte value written through RDX. It requires a '-' at offsets 0x10, 0x1A, 0x24 and 0x2E, and decodes 8 hex units at +0x00, 4 at +0x12, 4 at +0x1C, 4 at +0x26 and 12 at +0x30 with 0x0001D374, then byte-swaps each 16- and 32-bit field with a rol by 8 before writing two qwords; the resulting field widths are 4-2-2-8. A NULL global or output pointer returns 0x8000000000000002 and any missing separator or failed decode returns 0x8000000000000003. The listing itself never names the parsed value as a GUID.",bios/ghidra/listings/Setup/0001D23C.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001D374,hex_wstr_to_bytes,,math,"Converts a 16-bit hex string of RDX units into RDX/2 bytes at the R8 buffer. NULL pointers, a length above 0xF4240 and an odd length give 0x8000000000000002, a buffer smaller than length/2 gives 0x8000000000000005, and any unit outside 0x30-0x39, 0x41-0x46 and 0x61-0x66 gives 0x8000000000000003. Each pair becomes one byte by calling 0x0001CF58 on both units, shifting the first result left four and OR-ing it with the second; a zero length is accepted and writes nothing.",bios/ghidra/listings/Setup/0001D374.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001D454,strlen_bounded,,reader,"Length of a NUL-terminated byte string with a cap. NULL or an empty string gives 0; otherwise it scans forward with the counter as the byte index while the counter is below 0xF4240 and returns the index of the terminating zero, or 0xF4241 if the cap is reached with no terminator encountered.",bios/ghidra/listings/Setup/0001D454.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001D478,get_chain_end_offset,,logic,"Calls the chain validator at 0x0001D694 and returns 0 for a NULL pointer or a failed validation. It then walks forward from RCX by the 16-bit length field at offset 2 of each record until a record whose first two bytes are 0x7F and 0xFF, and returns that record's address plus its own length field minus the original start pointer; with the 4-byte terminator the validator requires, that is the total byte size of the chain. The walk has no bound of its own, so a chain without the 0x7F/0xFF terminator does not return.",bios/ghidra/listings/Setup/0001D478.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001D4C8,concat_two_chains,,copy,"Concatenates two length-prefixed record chains. With a NULL first argument it substitutes the second, or the 4-byte record at 0x00028980 when that too is NULL, and copies the result with 0x0001B570. With two non-NULL arguments it validates both with 0x0001D694, takes each chain's end from 0x0001D478, asks 0x0001B514 for end1 + end2 - 4 bytes, copies each chain into the new buffer with 0x000002E0 and returns the new pointer; any failed validation, failed allocation or NULL chain end returns 0.",bios/ghidra/listings/Setup/0001D4C8.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001D5B8,append_record_and_concat,,copy,"Takes the 16-bit length at offset 2 of the record in RDX, asks 0x0001B514 for length + 4 bytes using the first argument, copies the record in with 0x000002E0, and appends the 4 bytes at 0x00028980 unless the copy already ends there. It then concatenates the result onto the chain in RCX with 0x0001D4C8 and releases the temporary through the table pointer at 0x00029478 offset 0x48. With a NULL second argument it takes the single-chain path, copying that chain with 0x0001B570.",bios/ghidra/listings/Setup/0001D5B8.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001D694,validate_record_chain,,gate,"Returns true only for a chain whose terminating record - the first one whose bytes 0 and 1 are 0x7F and 0xFF - has a 16-bit length field of exactly 4 at offset 2. Walking the chain it requires each record's length at offset 2 to be at least 4, to fit the running 64-bit total without exceeding 2^64-5, and, for a record whose first two bytes are both 0x04, a zero 16-bit word at offset length-2. A NULL pointer or any violation returns false.",bios/ghidra/listings/Setup/0001D694.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001D748,alloc_buffer_via_table_0x40,,protocol,"Zeroes a stack slot and calls the entry at offset 0x40 of the table pointer stored at 0x00029498 with (4, size, &slot), then returns the buffer pointer the call wrote into the slot. The table at 0x00029498 and the meaning of the constant 4 are not identified in this listing.",bios/ghidra/listings/Setup/0001D748.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001D774,alloc_then_call_table_0x168,,protocol,"Allocates a buffer of the requested size through 0x0001D748 and, if that returned non-NULL, calls the entry at offset 0x168 of the same table at 0x00029498 with (buffer, size, 0) before returning the buffer; a NULL allocation skips the second call. Neither table entry is identified in this listing, so what the 0x168 call does with the buffer is not decoded here.",bios/ghidra/listings/Setup/0001D774.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001D7B4,chain_total_length,,reader,"Returns 0 for a NULL pointer. Otherwise it sums each record's length in a chain, reading the 16-bit big-endian value from bytes 2 and 3, adding it to the running total and using it to advance the cursor; it stops early, returning the partial sum, if a record's first byte is zero or its length field is zero, and on the 0x7F/0xFF terminator it returns the sum plus 4. Unlike 0x0001D478 and 0x0001D694 it does not validate the chain first.",bios/ghidra/listings/Setup/0001D7B4.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001D920,utoa_radix,,math,"Writes the value in RCX to the byte buffer RDX in the base given by R8D, least significant digit first at the cursor and left for the caller to reverse, adding 0x30 to remainders below 10 and 0x57 to the rest. A zero value writes a single '0'; otherwise it divides and repeats until the quotient is zero. The magnitude is -value when the base is 10, the unsigned 32-bit truncation when the fourth argument is zero, and the raw 64-bit value otherwise, and a '-' is appended after the digits for base 10 only. It returns the address of the terminating NUL.",bios/ghidra/listings/Setup/0001D920.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001D994,utoa_into_wide_buffer,,copy,"Formats the value in RCX with 0x0001D920 into a 256-byte stack buffer using the base in R8D and the wide flag in R9D, then copies the resulting bytes backwards out of that buffer, sign-extending each byte into one 16-bit unit at the destination RDX. It writes a 16-bit zero at the end and returns the destination.",bios/ghidra/listings/Setup/0001D994.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001D9E4,parse_signed_integer,,math,"Parses a signed integer from the string in RCX, whose units are R9D bytes wide, writing the stopping position through the pointer in RDX. It skips spaces and tabs, accepts a leading '-' or '+', and accumulates digits: 0-9 directly, and letters folded with an AND of 0xDF before a subtract of 0x37, with any result of 10 or more ending the scan. On a non-digit or the end of the string it stores the current position and returns 0 for the end of the string, otherwise the sign times 0x7FFFFFFF or 0x80000000 depending on whether the 32-bit accumulator crossed 0x80000000.",bios/ghidra/listings/Setup/0001D9E4.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001DAF4,sprintf,,forwarder,"Stores the caller's RDX, R8 and R9 into a 24-byte register save area on the stack, points the va_list at the first stack vararg, and tail-calls 0x0001DBE4 with (buffer, 0, format, va_list). The return value of the core formatter is passed straight back.",bios/ghidra/listings/Setup/0001DAF4.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001DB1C,status_code_to_string,,reader,"Maps a 64-bit status value to a string address. Zero returns the literal at 0x00028998; a positive value with bit 0x2000000000000000 set and below 2 returns 0x00024E90 + value*0x23, and any other positive value up to 4 returns 0x00024E06 + value*0x1A. A negative value whose top bits are 0xA000000000000000 or 0xC000000000000000 is looked up as 0x00024EE0 + low*0x19 or 0x00024F27 + low*0x19 with low below 3, and any other negative value is looked up as 0x00024F67 + low*0x19 for low up to 0x1E; an out-of-range index returns NULL. None of the strings is read in this listing.",bios/ghidra/listings/Setup/0001DB1C.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001DBE4,format_bytes_core,,serial,"Core byte formatter: it copies the format string at R8 to the buffer in RCX one byte at a time, and on a '%' handles '%%', an optional '0' flag, a '*' width read from the next 8-byte va_list slot, and otherwise a width parsed by 0x0001D9E4. The letter then selects s or a for a byte string, S for a 16-bit string truncated to low bytes, c for one byte, G or g for a recursive call to 0x0001DFD0 carrying the 16 bytes at the va_list cursor and the format at 0x000287B8, r for a recursive 0x0001DFD0 carrying either a name from 0x0001DB1C or the format at 0x000289A4 with the name at 0x00024F30, and d, i, u, X, x or p, which are converted by 0x0001D920 into a 32-byte stack buffer, upper-cased in place for X and p, then left-padded with the flag character to the width. It stops on a NUL format byte or when the output count reaches one, NUL-terminates and returns the byte count, or returns -1 for a NULL buffer or format.",bios/ghidra/listings/Setup/0001DBE4.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001DFD0,vsprintf,,forwarder,"Stores R8 and R9 into the outgoing register save area, points the va_list at the first stack vararg, and tail-calls 0x0001DBE4 with the buffer, count, format and va_list passed through unchanged.",bios/ghidra/listings/Setup/0001DFD0.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001DFF0,swprintf,,forwarder,"Stores the caller's RDX, R8 and R9 into a 24-byte register save area on the stack, points the va_list at the first stack vararg, and tail-calls 0x0001E018 with (buffer, 0, format, va_list).",bios/ghidra/listings/Setup/0001DFF0.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001E018,format_wide_core,,serial,"Core 16-bit formatter, the wide counterpart of 0x0001DBE4: it copies 16-bit units from the format at R8 to the buffer in RCX, handling '%%', an optional '0' flag, a '*' width and a width parsed by 0x0001D9E4, and then the conversions s for a 16-bit string, S or a for a byte string widened one unit at a time, c for one unit, G or g for a recursive 0x0001E3B4 carrying the 16 bytes at the va_list cursor and the format at 0x000289B0 with the result upper-cased through 0x0001DAC4 for G, r for a recursive 0x0001E3B4 carrying either a name from 0x0001DB1C or the format at 0x00028A18, and d, i, u, X, x or p, which go through 0x0001D994 into a 32-unit stack buffer. Width padding is emitted with the flag character, the buffer is 16-bit NUL-terminated, and the return is the number of units written shifted right by one, or -1 for a NULL buffer or format.",bios/ghidra/listings/Setup/0001E018.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001E3B4,vswprintf,,forwarder,"Stores R8 and R9 into the outgoing register save area, points the va_list at the first stack vararg, and tail-calls 0x0001E018 with the buffer, remaining count, format and va_list passed through unchanged.",bios/ghidra/listings/Setup/0001E3B4.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001E3D4,get_cached_platform_lang,,state,"Manages a cached string pointer at 0x000294C0. If the cache currently holds the string at 0x00025C24 it is first cleared to NULL, a local handle is zeroed, and 0x0001D808 is called with (0x00025C88, 0x000252C0, 0, &local_handle, &cache); on a non-negative result the cache becomes whatever that call wrote, otherwise it stays at the 0x00025C24 literal, which is written back to 0x000294C0 and returned. None of the strings at 0x00025C88, 0x000252C0 or 0x00025C24 is read in this listing; the decompile's name for the last is s_en_US.",bios/ghidra/listings/Setup/0001E3D4.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001E448,copy_string_skipping_ampersand_runs,,copy,"Asks the entry at offset 0x40 of the table at 0x00029498 for a buffer with the constant 4, the second argument as the size and a local out-pointer, then walks the 16-bit string in RCX copying units into it. When a 0x26 ('&') unit is reached it calls 0x0001EDD4 with the following 12 bytes and the pointer at 0x00028A40; if that call returns 0 the units between that '&' and the next '&' are not copied, while both '&' units are. The buffer is 16-bit NUL-terminated, written back over the original string by 0x000233D0 with the byte count 2*units + 2, and released through offset 0x48 of the same table. What 0x0001EDD4 matches against 0x00028A40 is not decoded here.",bios/ghidra/listings/Setup/0001E448.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001E520,find_matching_segment_in_name_list,,setup-var,"For each candidate string in the NULL-terminated list (the second argument and the following varargs), walks the semicolon-separated segments of the first argument comparing byte by byte, and treats a hyphen 0x2D in the candidate as a prefix-match boundary. On a match it allocates length+1 bytes with 0x1D748, copies the matching segment in with 0x233D0, NUL-terminates it and returns the copy. Returns NULL when nothing matches or either of the first two arguments is null.",bios/ghidra/listings/Setup/0001E520.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001E640,read_protocol_buffer,,protocol,"Locates a protocol (GUID at 0x252D0) via LocateProtocol at gBS+0x140 through DAT_00029498, then calls the located interface method at +0x18 first with a NULL buffer to obtain a size, expecting the status 0x8000000000000005 (EFI_BUFFER_TOO_SMALL). It then allocates a buffer of that size with 0x1D748, calls the method again, and returns the buffer, or frees it with gBS+0x48 and returns NULL if the second call fails.",bios/ghidra/listings/Setup/0001E640.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001E700,set_each_name_in_list,,setup-var,"Iterates the semicolon-separated tokens of the first argument, temporarily NUL-terminating each token at the semicolon and calling the located protocol method at +0x8 with it. It keeps calling the next token while the result equals 0x8000000000000020 and stops at the first different result, which it returns.",bios/ghidra/listings/Setup/0001E700.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001E7C4,set_var_by_resolved_name,,setup-var,"Locates the protocol (GUID 0x252D0), fetches the variable-name buffer with 0x1E640, resolves the requested name against it with the segment matcher 0x1E520, and invokes the protocol method at +0x8 to set the value; if that returns 0x8000000000000020 it falls back to the per-name loop 0x1E700. The intermediate buffers are freed with gBS+0x48 and a NULL from the matcher yields 0x800000000000000E.",bios/ghidra/listings/Setup/0001E7C4.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001E908,get_each_name_in_list,,setup-var,"Two-phase get of the name list through the located protocol method at +0x18 (expecting 0x8000000000000005 then allocating with 0x1D748), then splits the returned buffer on the semicolon character 0x3B and for each token calls the protocol method at +0x10, stopping on the first negative result. The buffer is freed with gBS+0x48.",bios/ghidra/listings/Setup/0001E908.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001EA50,append_wide_component_and_parse,,protocol,"Locates two protocols (GUIDs 0x252F0 and 0x252E0), two-phase-sizes a scratch buffer from the first protocol method at +0x8, appends the wide string at 0x25B68 to it with the helper 0x1E3B4 (using the GUID at 0x25300), refetches the enlarged buffer through the same method, and then hands it to the second protocol method at +0x20. The two protocols and the string at 0x25B68 are not identified further in this listing.",bios/ghidra/listings/Setup/0001EA50.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001EBD4,resolve_wide_name_and_measure,,protocol,"Repeats the two-protocol setup of 0x1EA50 (GUIDs 0x252F0 and 0x252E0), two-phase-sizing a buffer, appending the wide string at 0x25B68, refetching it, and fixing it up with 0x1E448. It then calls the second protocol method at +0x18 to resolve a name into a returned wide string, measures that string in bytes by walking 16-bit units to the terminator (+2 per unit), passes the measured length back through the first protocol method at +0x8, and frees the buffers with gBS+0x48.",bios/ghidra/listings/Setup/0001EBD4.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001EDD4,memcmp_regions,,copy,"Compares two memory regions of the length in the third argument, using 8-byte word compares when the two pointers share the same low three address bits and byte compares otherwise. Returns 0 when the regions are equal, otherwise the sign-extended difference of the first differing bytes.",bios/ghidra/listings/Setup/0001EDD4.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001EE4C,render_device_path_to_text,,serial,"Renders a device path as text: for each node it switches on the Type byte (1 to 4 and the 0x7F end) and the SubType byte, selecting a format string from a table (0x28B08 USB, 0x28B18 PCI, 0x28B20 Pccard Socket, 0x28B28 VenHw, 0x28B30 Acpi, 0x28B38 HD, 0x28B40 CDROM, 0x28B48 VenMedia, 0x28B58 ATA, 0x28B60 SCSI, 0x28B68 VenMsg, and a generic 0x25378) and appending it with the node fields via the helper 0x1DAF4, then advances to the next node by the header 16-bit Length field. On the end node (Type 0x7F, SubType 0xFF) it allocates and returns the assembled string, copying it out of a 512-byte stack buffer; if the append helper returns -1 it returns 0x8000000000000003.",bios/ghidra/listings/Setup/0001EE4C.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001F0D4,grow_global_slot_buffer,,state,"Maintains a growable array of 8-byte slots held in a slot count at 0x29380 and a buffer pointer at 0x29390, with 0x29388 tracking slots in use. When growth is needed it allocates max(0x50, count*8+0x50) bytes with 0x1D774, copies the used bytes with CopyMem at gBS+0x160, frees the old buffer with FreePool at gBS+0x48, and stores the new pointer and count; returns 0x8000000000000009 if the allocation fails, 0 otherwise.",bios/ghidra/listings/Setup/0001F0D4.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001F18C,lookup_form_entry_by_key,,reader,"Looks up a 16-byte key in the global table at 0x29470: an entry count at +0x68 and an array of 0x18-byte entries at +0x70, each with the key in its first two 8-byte fields and a value at +0x10. On a match it stores the entry value through the second argument and returns 0, or returns 0x800000000000000E when the count is zero or no entry matches.",bios/ghidra/listings/Setup/0001F18C.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001F1EC,call_service_with_handle,,logic,"Drives three calls on the service table at 0x29478: method +0x50 (passed 0x200 and an out-pointer) to obtain a handle, method +0xa8 with the first argument, that handle and the third argument to dispatch a callback through it, then method +0x68 to release the handle, which is returned. The identity of the table at 0x29478 is not resolved further in this listing.",bios/ghidra/listings/Setup/0001F1EC.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001F24C,read_protocol_object,,protocol,"Two-phase get on the interface at 0x29488 method +0x48: first with a size out-pointer (expecting 0x8000000000000005), then allocating a buffer with 0x1B514 and calling the method again with it. On failure it frees the buffer through 0x29478+0x48 and zeroes the out-pointer; on success it stores the size through the fourth argument when non-null and returns the status.",bios/ghidra/listings/Setup/0001F24C.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001F320,find_matching_path_segment,,setup-var,"For each candidate name in the NULL-terminated list (the third argument and following), walks the semicolon-separated segments of the first string and, where a segment length fits within the candidate and the prefix-compare helper 0x1CF88 returns equal, allocates length+1 bytes with 0x1B544 and returns a copy of that segment. A hyphen 0x2D in the candidate makes the scan retry with progressively shorter candidate prefixes; returns NULL when nothing matches.",bios/ghidra/listings/Setup/0001F320.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001F454,measure_ucs2_width,,math,"Computes the display width in columns of a UCS-2 string, walking 16-bit units and counting 1 column each, except 0xFFF0 (counted as 1) and 0xFFF1 (counted as 2), stopping at the NUL terminator. When the flag argument is set and the running count exceeds the third argument it stores the unit index through the fourth argument and stops; returns the byte length (columns times 2), or 0 for a null string.",bios/ghidra/listings/Setup/0001F454.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001F4FC,render_boxed_console_rows,,graphics,"First tries to locate the protocol {0xf31fcbb5, 0x4215b53d, 0x3361db81, 0x6a98d4e4} via LocateProtocol and, on success, calls the located interface first method and returns. Otherwise it renders each UCS-2 string in the array pointed to by the third argument as a console row framed with box-drawing glyphs (0x250C and 0x2510 top, 0x2502 sides, 0x2514 and 0x2518 bottom, padded with 0x2500), sizing rows with the width measure 0x1F454 and writing them through the console interface at 0x29470+0x40 (method +0x38 sets the cursor, +0x8 writes the string), then frees the scratch buffer with gBS+0x48. If the second argument is non-null it repeatedly calls the interface at 0x29470+0x30 method +0x8, waiting on its event (WaitForEvent at gBS+0x60) while the call returns 0x8000000000000006 (EFI_NOT_READY).",bios/ghidra/listings/Setup/0001F4FC.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001F8DC,get_cached_form_list,,reader,"Returns the module-global pointer at 0x294D0, calling the table lookup 0x1F18C with the 16-byte key at 0x23820 to populate it on the first call when it is still null. The result is the value field cached by 0x1F18C.",bios/ghidra/listings/Setup/0001F8DC.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001F958,poll_timer_port_until_target,,delay,"Splits its argument into a 22-bit offset (low bits) and a repeat count (high bits shifted right by 22), then for each repeat reads a 24-bit counter from I/O port 0x1808, adds the offset to form a target, and polls the port (calling the short delay at 0x420 between reads) until bit 23 of (target minus current) is set, i.e. the counter has passed the target.",bios/ghidra/listings/Setup/0001F958.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001F9B8,delay_scaled_ticks,,delay,"Multiplies its argument by 0x369E99, divides by 1,000,000 using a 128-bit magic multiply (constant 0x431BDE82D7B634DB, shift 18), and passes the quotient to the port-0x1808 timer wait 0x1F958; returns the original argument unchanged.",bios/ghidra/listings/Setup/0001F9B8.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001F9EC,find_record_by_guid_key,,reader,"Searches the length-prefixed record array in the first argument (entry count at +0x1E, entries from +0x24, each with a 16-bit length and a 16-byte key at +8) for the entry whose key equals the 16 bytes at 0x236B0 and 0x236B8, storing the entry pointer through the third argument and returning 0, or returning 0x800000000000000E when absent.",bios/ghidra/listings/Setup/0001F9EC.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001FA64,sw_smi_cmd_203_read_dword,,smi,"Sends a software-SMI read: locates the communication protocol (GUID at 0x234B0), calls its +0x40 method and requires a zero result, builds a 64-bit command word 0x203 with the first argument in the high 32 bits plus a 13-byte parameter block, and invokes the protocol Communicate method (first vtable entry). On success it validates the response header (port field 0x200, bit 15 set, top byte zero) and returns the response data dword through the second argument, which must be non-null.",bios/ghidra/listings/Setup/0001FA64.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001FB44,sw_smi_cmd_303_write,,smi,"Sends a 13-byte software-SMI write: after the +0x40 readiness check it builds a request with header 0x303, the first argument as the data dword, a 0x04 byte and the third argument, and calls the protocol Communicate method, returning its status. No response data is read back.",bios/ghidra/listings/Setup/0001FB44.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001FBE8,sw_smi_read_named_string,,smi,"Sends a software-SMI read of a named string: after the +0x40 readiness check it builds an opcode-0x0A request (header 0x020A) carrying the fixed string at 0x28B78 (labelled s__home_hotham_dbg_dam_req by the decompiler) and a caller-supplied length, calls Communicate, and on a valid response (port field 0x200, bit 15 set, byte 3 zero, length within bounds) copies the returned string out and updates the length, otherwise returning 0x8000000000000007. The scratch buffer is freed with gBS+0x48.",bios/ghidra/listings/Setup/0001FBE8.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001FD70,sw_smi_write_named_byte,,smi,"Sends a software-SMI write of a one-byte value to a named string: after the +0x40 readiness check it builds an opcode-0x0A request (header 0x030A) carrying the fixed string at 0x28B78 and the single byte from the fifth argument, calls Communicate, and returns 0x8000000000000007 (EFI_DEVICE_ERROR) unless the response byte 3 is zero. The scratch buffer is freed with gBS+0x48.",bios/ghidra/listings/Setup/0001FD70.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001FEB0,sw_smi_cmd_40a_write,,smi,"Calls the helper 0x20D34 for a word value and, if it equals 0xC, uses 7 rather than 9 as the Communicate argument. After the protocol +0x40 readiness check it sends a 4-byte command word 0x040A via Communicate and returns 0x8000000000000007 (EFI_DEVICE_ERROR) if the response top byte is set.",bios/ghidra/listings/Setup/0001FEB0.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0001FF68,sw_smi_read_variable_buffer,,smi,"Sends a software-SMI read of a variable-length buffer: after the +0x40 readiness check it builds an opcode-0x0A request (header 0x0A0A) with a sub-command dword 0x10050000 and the caller-supplied length, calls Communicate, and on a valid response (port field 0xA00, bit 15 set, byte 3 zero, length within bounds) copies the payload out and updates the length, otherwise returning 0x8000000000000007. The scratch buffer is freed with gBS+0x48.",bios/ghidra/listings/Setup/0001FF68.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x000200DC,sw_smi_write_variable_byte,,smi,"Sends a software-SMI write of a one-byte value: after the +0x40 readiness check it builds an opcode-0x0A request (header 0x0B0A) with a sub-command dword 0x10050000 and the byte from the fifth argument, calls Communicate, and returns 0x8000000000000007 (EFI_DEVICE_ERROR) unless the response byte 3 is zero. The scratch buffer is freed with gBS+0x48.",bios/ghidra/listings/Setup/000200DC.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x000201F4,sw_smi_cmd_1b0a_status,,smi,"Calls the helper 0x20D34 and uses 7 rather than 9 as the Communicate argument when its word output equals 0xC. After the +0x40 readiness check it zero-fills an 8-byte buffer, sets its header to 0x1B0A, calls Communicate, and validates the returned status word (port field 0x1B00, bit 15 set, top byte zero), returning 0x8000000000000007 (EFI_DEVICE_ERROR) on mismatch.",bios/ghidra/listings/Setup/000201F4.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x000202E0,sw_smi_read_dword_array,,smi,"Reads a dword array over a software SMI: after the +0x40 readiness check it allocates a buffer of 8 plus count*4 bytes (count from the first argument), builds an opcode-0x0A request (header 0x1C0A) whose length field is 8 plus count*4, and calls Communicate. It handles 0x8000000000000005 (EFI_BUFFER_TOO_SMALL) by returning the required count through the first argument; on a valid response (port field 0x1C00, bit 15 set, byte 3 zero) it copies count*4 bytes into the second argument and updates the count. The buffer is freed with gBS+0x48.",bios/ghidra/listings/Setup/000202E0.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x20524,smi_send_14ff_with_two_dwords,,smi,"Resolves the interface whose GUID is at 0x000234B0 through the entry at offset 0x140 of the table at 0x00029478, calls its method at offset 0x40 with a status out-pointer and bails out with 0x8000000000000003 unless the status is non-negative and that word is 0. It then builds a 12-byte buffer holding the dword 0x14FF followed by the two dword arguments, sets the out-size to 8 and the last stack byte to 7, and calls the first qword of the interface with (0, buffer, 0xC, out-size, 0, 7). If that call succeeds and the first argument comes back equal to 1, the value returned is replaced with 0x800000000000000F.",bios/ghidra/listings/Setup/00020524.asm; bios/decompiled/Setup.c,hand-decoded
