cluster_id,program,size,refs,addrs,addr_range,functions_touched,shared_functions,callees,named_addrs
main-ec-198,main-ec,1,24,0x08EC,0x08EC,8,,bank0:0xAF7D [4/8]; bank0:0xB994 [4/8]; bank0:0xB958 [4/8] (+22 more called by the cluster's functions),
main-ec-199,main-ec,1,23,0x0342,0x0342,10,,bank1:0x8886 [6/10]; bank1:0x888C [6/10]; bank1:0x8863 [4/10] (+27 more called by the cluster's functions),
main-ec-200,main-ec,1,22,0x0397,0x0397,7,,bank1:0xCBF3 [3/7]; bank1:0xCBE8 [2/7]; bank1:0xD09F [2/7] (+13 more called by the cluster's functions),
main-ec-201,main-ec,1,22,0x045B,0x045B,10,,bank1:0xC6B8 [3/10]; bank1:0x88F0 [3/10]; bank1:0xC638 [2/10] (+5 more called by the cluster's functions),0x045B
main-ec-202,main-ec,1,21,0x03A0,0x03A0,7,,bank1:0xD6C6 [3/7]; bank1:0xDE9E [3/7]; bank1:0xB50E [3/7] (+19 more called by the cluster's functions),
main-ec-203,main-ec,1,21,0x0D14,0x0D14,1,,bank0:0xAA90 [1/1]; bank0:0xAB6D [1/1]; bank0:0xC31F [1/1],
main-ec-204,main-ec,1,20,0x0681,0x0681,17,,bank1:0xE2C3 [4/17]; bank1:0x8854 [2/17]; bank1:0x8886 [2/17] (+23 more called by the cluster's functions),
main-ec-205,main-ec,1,19,0x03AF,0x03AF,5,,bank1:0xE2C3 [5/5]; bank1:0x8854 [2/5]; bank1:0x8886 [2/5] (+5 more called by the cluster's functions),
main-ec-206,main-ec,1,19,0x0480,0x0480,11,,bank1:0x1A14 [3/11]; bank1:0x1A02 [3/11]; bank1:0x1A0E [3/11] (+33 more called by the cluster's functions),
main-ec-207,main-ec,1,19,0x068B,0x068B,13,,bank1:0x9CC0 [2/13]; bank1:0x9CE8 [1/13]; bank1:0x9D53 [1/13] (+15 more called by the cluster's functions),
main-ec-208,main-ec,1,19,0x1300,0x1300,6,,common:0x0C7A [2/6]; common:0x2896 [1/6]; bank0:0x3AD6 [1/6] (+4 more called by the cluster's functions),
main-ec-209,main-ec,1,19,0x1603,0x1603,7,,common:0x05EF [1/7]; bank0:0xF118 [1/7]; common:0x05E8 [1/7] (+1 more called by the cluster's functions),
main-ec-210,main-ec,1,19,0x160A,0x160A,10,,bank0:0xC4F8 [1/10]; bank0:0xB8F4 [1/10]; bank1:0x1A74 [1/10] (+7 more called by the cluster's functions),
main-ec-211,main-ec,1,17,0x0472,0x0472,10,,bank1:0x19F6 [4/10]; bank1:0x88F0 [4/10]; bank1:0x1984 [4/10] (+20 more called by the cluster's functions),
main-ec-212,main-ec,1,17,0x0610,0x0610,12,,bank0:0xB965 [9/12]; bank0:0xBA3D [9/12]; bank0:0x821F [8/12] (+28 more called by the cluster's functions),
main-ec-213,main-ec,1,17,0x0F60,0x0F60,17,,bank0:0x4777 [6/17]; bank0:0xF0F3 [4/17]; bank0:0xF107 [4/17] (+11 more called by the cluster's functions),
main-ec-214,main-ec,1,16,0x056A,0x056A,9,,bank1:0xAEBC [3/9]; bank1:0xAE6F [3/9]; bank1:0xAE2B [2/9] (+3 more called by the cluster's functions),
main-ec-215,main-ec,1,16,0x1601,0x1601,9,,bank0:0xEAD1 [3/9]; bank0:0xC030 [2/9]; common:0x1510 [1/9] (+16 more called by the cluster's functions),
main-ec-216,main-ec,1,16,0x200B,0x200B,15,,common:0x07E7 [3/15]; common:0x07F0 [3/15]; common:0x0200 [2/15] (+12 more called by the cluster's functions),
main-ec-217,main-ec,1,15,0x068C,0x068C,14,,bank1:0x9CE8 [1/14]; bank1:0x9D53 [1/14]; bank1:0x9B03 [1/14] (+19 more called by the cluster's functions),
main-ec-218,main-ec,1,15,0x0724,0x0724,6,,bank1:0x19A8 [3/6]; bank1:0x1A44 [2/6]; bank1:0x9FCA [2/6] (+8 more called by the cluster's functions),
main-ec-219,main-ec,1,14,0x0394,0x0394,10,,bank1:0x198A [4/10]; bank1:0xE5A7 [3/10]; bank1:0xD6C6 [3/10] (+27 more called by the cluster's functions),
main-ec-220,main-ec,1,14,0x03A3,0x03A3,11,,bank1:0x8886 [6/11]; bank1:0x8863 [3/11]; bank1:0x8898 [3/11] (+16 more called by the cluster's functions),
main-ec-221,main-ec,1,13,0x036C,0x036C,6,,bank1:0xE490 [4/6]; bank1:0xE2C3 [3/6]; bank1:0x8854 [2/6] (+5 more called by the cluster's functions),
main-ec-222,main-ec,1,13,0x09BF,0x09BF,2,,,
main-ec-223,main-ec,1,13,0x1604,0x1604,7,,common:0x0200 [2/7],
main-ec-224,main-ec,1,12,0x0361,0x0361,4,,bank1:0x8886 [4/4]; bank1:0x8863 [2/4]; bank1:0x8892 [2/4] (+5 more called by the cluster's functions),
main-ec-225,main-ec,1,12,0x044B,0x044B,6,,bank0:0xBA15 [4/6]; bank0:0x708F [1/6]; common:0x707D [1/6] (+24 more called by the cluster's functions),0x044B
main-ec-226,main-ec,1,12,0x0496,0x0496,7,,bank1:0xAE2B [2/7]; bank1:0xAE5F [2/7]; bank1:0x19A8 [1/7] (+11 more called by the cluster's functions),
main-ec-227,main-ec,1,12,0x084F,0x084F,4,,bank0:0xB9D8 [2/4]; bank0:0x1654 [1/4]; bank0:0xA425 [1/4] (+6 more called by the cluster's functions),
main-ec-228,main-ec,1,12,0x1605,0x1605,6,,,
main-ec-229,main-ec,1,11,0x0575,0x0575,8,,bank1:0x888C [4/8]; bank1:0x8863 [3/8]; bank1:0x88F0 [3/8] (+13 more called by the cluster's functions),
main-ec-230,main-ec,1,11,0x0648,0x0648,4,,bank1:0xCBF3 [2/4]; bank1:0xD17E [1/4]; bank1:0x8898 [1/4] (+6 more called by the cluster's functions),
main-ec-231,main-ec,1,11,0x0806,0x0806,6,,bank0:0xC371 [1/6]; bank0:0xC363 [1/6]; bank0:0xC36A [1/6] (+11 more called by the cluster's functions),
main-ec-232,main-ec,1,11,0x0974,0x0974,7,,bank1:0x1A68 [7/7]; bank1:0xA31B [1/7]; bank1:0xA380 [1/7] (+5 more called by the cluster's functions),
main-ec-233,main-ec,1,11,0x1606,0x1606,6,,,
main-ec-234,main-ec,1,10,0x03CC,0x03CC,4,,bank1:0xCBF3 [2/4]; bank1:0x8898 [2/4]; bank1:0x198A [2/4] (+7 more called by the cluster's functions),
main-ec-235,main-ec,1,10,0x0499,0x0499,5,,bank1:0x8863 [2/5]; bank1:0xBF3A [2/5]; bank1:0x888C [1/5] (+12 more called by the cluster's functions),
main-ec-236,main-ec,1,10,0x0A55,0x0A55,7,,bank0:0xF10F [2/7]; bank0:0xE3D0 [2/7]; common:0x4A4D [1/7] (+28 more called by the cluster's functions),
main-ec-237,main-ec,1,9,0x0398,0x0398,7,,bank0:0xB9D8 [2/7]; bank1:0x8863 [2/7]; bank1:0x8886 [2/7] (+33 more called by the cluster's functions),
main-ec-238,main-ec,1,9,0x047E,0x047E,8,,bank1:0x19A2 [4/8]; bank1:0x1984 [3/8]; bank1:0x8B8F [3/8] (+18 more called by the cluster's functions),
main-ec-239,main-ec,1,9,0x0770,0x0770,9,,,
main-ec-240,main-ec,1,9,0x0898,0x0898,4,,bank1:0xBF3A [2/4]; bank1:0x8892 [1/4]; bank1:0x885B [1/4] (+4 more called by the cluster's functions),
main-ec-241,main-ec,1,9,0x09E3,0x09E3,1,,bank1:0x8B8F [1/1]; bank1:0x1A74 [1/1]; bank1:0x9ED4 [1/1] (+1 more called by the cluster's functions),
main-ec-242,main-ec,1,9,0x0A00,0x0A00,4,,common:0x0E5E [2/4]; bank0:0x708F [1/4]; common:0x70E4 [1/4] (+7 more called by the cluster's functions),
main-ec-243,main-ec,1,8,0x03B6,0x03B6,3,,bank1:0xCBF3 [2/3]; bank1:0xCBE8 [1/3]; bank1:0xCC95 [1/3] (+8 more called by the cluster's functions),
main-ec-244,main-ec,1,8,0x0623,0x0623,5,,bank1:0xC6B8 [1/5]; bank1:0x88A4 [1/5]; bank1:0x8863 [1/5] (+5 more called by the cluster's functions),
main-ec-245,main-ec,1,8,0x06F9,0x06F9,3,,bank1:0x8ABB [1/3]; bank1:0xABE2 [1/3]; bank1:0x8AA7 [1/3] (+7 more called by the cluster's functions),
main-ec-246,main-ec,1,8,0x0750,0x0750,2,,bank1:0x8B8F [1/2]; bank1:0xA44C [1/2]; bank1:0x9ED4 [1/2] (+2 more called by the cluster's functions),
main-ec-247,main-ec,1,8,0x0760,0x0760,4,,common:0x2F1D [2/4]; common:0x34C6 [2/4]; common:0x3555 [2/4] (+10 more called by the cluster's functions),
main-ec-248,main-ec,1,8,0x1110,0x1110,2,,common:0x012F [2/2]; common:0x018C [2/2]; common:0x029B [2/2] (+3 more called by the cluster's functions),
main-ec-249,main-ec,1,8,0x1602,0x1602,4,,,
main-ec-250,main-ec,1,8,0x1607,0x1607,4,,,
main-ec-251,main-ec,1,8,0x1608,0x1608,3,,bank0:0xC4F8 [1/3],
main-ec-252,main-ec,1,8,0x1609,0x1609,4,,,
main-ec-253,main-ec,1,7,0x0046,0x0046,2,,common:0x0200 [1/2]; bank0:0x1978 [1/2],
main-ec-254,main-ec,1,7,0x03B5,0x03B5,3,,bank1:0xCBE8 [1/3]; bank1:0xCBF3 [1/3]; bank1:0xD7F4 [1/3] (+3 more called by the cluster's functions),
main-ec-255,main-ec,1,7,0x06D4,0x06D4,3,,bank1:0xC392 [1/3]; bank1:0xC3CD [1/3]; bank1:0xC3A0 [1/3] (+7 more called by the cluster's functions),
main-ec-256,main-ec,1,7,0x0709,0x0709,4,,bank1:0xC638 [1/4]; bank1:0xC6B8 [1/4]; bank1:0x896A [1/4] (+2 more called by the cluster's functions),
main-ec-257,main-ec,1,7,0x070F,0x070F,3,,bank1:0x19EA [3/3],
main-ec-258,main-ec,1,7,0x0767,0x0767,4,,bank0:0x1660 [1/4]; bank0:0xA73F [1/4]; bank0:0xC389 [1/4] (+17 more called by the cluster's functions),0x0767
main-ec-259,main-ec,1,7,0x080F,0x080F,4,,bank0:0x163C [2/4]; bank0:0xB9D8 [2/4]; bank0:0x849C [1/4] (+7 more called by the cluster's functions),
main-ec-260,main-ec,1,7,0x0F81,0x0F81,6,,bank0:0xF138 [4/6]; bank0:0xEDBC [4/6]; bank0:0xF09F [4/6] (+11 more called by the cluster's functions),
main-ec-261,main-ec,1,7,0x130A,0x130A,5,,bank0:0xD6C9 [2/5]; bank0:0xC44D [2/5]; bank0:0x0EA2 [2/5] (+14 more called by the cluster's functions),
main-ec-262,main-ec,1,7,0x1511,0x1511,6,,common:0x0200 [3/6]; bank0:0x1978 [1/6],
main-ec-263,main-ec,1,7,0x3206,0x3206,4,,common:0x14F2 [1/4]; common:0x15E2 [1/4],
main-ec-264,main-ec,1,6,0x0043,0x0043,4,,common:0x07E7 [3/4]; common:0x07F0 [3/4]; common:0x07B6 [2/4] (+6 more called by the cluster's functions),
main-ec-265,main-ec,1,6,0x007E,0x007E,3,,common:0x07F8 [1/3]; common:0x0A7F [1/3]; common:0x0B5F [1/3] (+15 more called by the cluster's functions),
main-ec-266,main-ec,1,6,0x0362,0x0362,3,,bank1:0x8863 [2/3]; bank1:0x8886 [2/3]; bank1:0x8892 [1/3] (+2 more called by the cluster's functions),
main-ec-267,main-ec,1,6,0x0365,0x0365,3,,bank1:0xA5A7 [2/3]; bank1:0x8898 [2/3]; bank1:0x8886 [2/3] (+3 more called by the cluster's functions),
main-ec-268,main-ec,1,6,0x03C1,0x03C1,5,,bank1:0xCBF3 [4/5]; bank1:0x8886 [3/5]; bank1:0x885B [3/5] (+15 more called by the cluster's functions),
main-ec-269,main-ec,1,6,0x03C2,0x03C2,2,,bank1:0xC8E3 [1/2]; bank1:0xC8EA [1/2]; bank1:0xC8F6 [1/2] (+8 more called by the cluster's functions),
main-ec-270,main-ec,1,6,0x03FF,0x03FF,6,,bank1:0xCBF3 [2/6]; bank1:0x888C [2/6]; bank1:0x9EA1 [2/6] (+35 more called by the cluster's functions),
main-ec-271,main-ec,1,6,0x047F,0x047F,6,,bank0:0xBBDE [2/6]; bank0:0x163C [2/6]; bank0:0xB93D [2/6] (+34 more called by the cluster's functions),
main-ec-272,main-ec,1,6,0x04FC,0x04FC,4,,bank1:0x888C [2/4]; common:0x159A [1/4]; bank1:0xB68C [1/4] (+8 more called by the cluster's functions),
main-ec-273,main-ec,1,6,0x0816,0x0816,2,,common:0x70E4 [1/2]; bank0:0xCE9E [1/2]; bank0:0xCEE9 [1/2] (+3 more called by the cluster's functions),
main-ec-274,main-ec,1,6,0x08A0,0x08A0,2,,bank0:0xB82E [1/2]; bank0:0xBC37 [1/2]; bank0:0xB989 [1/2] (+11 more called by the cluster's functions),0x08A0
main-ec-275,main-ec,1,6,0x08E0,0x08E0,4,,bank0:0x805B (also bank0:0x8274) [2/4]; bank0:0xBB08 [2/4]; bank0:0xB965 [1/4] (+4 more called by the cluster's functions),
main-ec-276,main-ec,1,6,0x0F80,0x0F80,5,,bank0:0x4777 [4/5]; bank0:0xE4FE [3/5]; bank0:0xF0C4 [2/5] (+8 more called by the cluster's functions),
main-ec-277,main-ec,1,6,0x3202,0x3202,4,,,
main-ec-278,main-ec,1,5,0x0025,0x0025,2,,common:0x1059 [1/2]; common:0x2A38 [1/2]; common:0x2A42 [1/2] (+1 more called by the cluster's functions),
main-ec-279,main-ec,1,5,0x004D,0x004D,1,,common:0x3B60 [1/1]; common:0x3BAE [1/1]; common:0x3BDD [1/1] (+1 more called by the cluster's functions),
main-ec-280,main-ec,1,5,0x0368,0x0368,2,,bank1:0xD16F [1/2]; bank1:0xCBF3 [1/2],
main-ec-281,main-ec,1,5,0x06E2,0x06E2,1,,bank0:0xBD03 [1/1]; bank0:0xB9D8 [1/1]; bank0:0xAB9E [1/1] (+1 more called by the cluster's functions),
main-ec-282,main-ec,1,5,0x06FA,0x06FA,1,,bank1:0xABFF [1/1]; bank1:0xAC0D [1/1]; bank1:0xAC0C [1/1],
main-ec-283,main-ec,1,5,0x078C,0x078C,3,,bank0:0xBC9F [1/3],0x078C
main-ec-284,main-ec,1,5,0x0896,0x0896,1,,bank1:0xCBF3 [1/1]; bank1:0x8892 [1/1]; bank1:0x885B [1/1],
main-ec-285,main-ec,1,5,0x08B9,0x08B9,5,,bank0:0x8653 [1/5]; common:0x7151 [1/5]; bank0:0xBE73 [1/5] (+11 more called by the cluster's functions),
main-ec-286,main-ec,1,5,0x09CF,0x09CF,1,,bank0:0xB9D8 [1/1]; bank0:0xC478 [1/1],
main-ec-287,main-ec,1,4,0x0449,0x0449,3,,bank1:0xA5E6 [2/3]; bank1:0x8886 [1/3]; bank1:0xF3C9 [1/3] (+1 more called by the cluster's functions),0x0449
main-ec-288,main-ec,1,4,0x062E,0x062E,2,,bank1:0x91FA [1/2]; bank1:0xC352 [1/2]; bank1:0x9373 [1/2] (+3 more called by the cluster's functions),
main-ec-289,main-ec,1,4,0x067C,0x067C,2,,bank1:0x1A5C [2/2]; bank1:0x9FCA [1/2]; bank1:0x1A56 [1/2] (+2 more called by the cluster's functions),
main-ec-290,main-ec,1,4,0x067D,0x067D,2,,bank1:0x1A50 [2/2]; bank1:0x9FCA [1/2]; bank1:0x1A4A [1/2] (+2 more called by the cluster's functions),
main-ec-291,main-ec,1,4,0x067E,0x067E,2,,bank1:0x1A44 [2/2]; bank1:0x1A3E [1/2]; bank1:0x896A [1/2] (+1 more called by the cluster's functions),
main-ec-292,main-ec,1,4,0x0705,0x0705,4,,bank1:0x8863 [3/4]; bank1:0x8886 [3/4]; bank1:0xBCB3 [2/4] (+13 more called by the cluster's functions),
main-ec-293,main-ec,1,4,0x075C,0x075C,4,,bank0:0xBB28 [2/4]; bank0:0xBEB4 [1/4]; bank0:0xA73F [1/4],0x075C
main-ec-294,main-ec,1,4,0x083E,0x083E,1,,bank1:0x8898 [1/1],
main-ec-295,main-ec,1,4,0x0851,0x0851,1,,bank0:0x1654 [1/1]; bank0:0xB9D8 [1/1]; bank0:0xA425 [1/1] (+2 more called by the cluster's functions),
main-ec-296,main-ec,1,4,0x097D,0x097D,1,,bank1:0x88F0 [1/1],
main-ec-297,main-ec,1,4,0x0988,0x0988,3,,common:0x2896 [1/3]; bank0:0xBD03 [1/3]; bank0:0xBCA9 [1/3] (+8 more called by the cluster's functions),
main-ec-298,main-ec,1,4,0x0E02,0x0E02,4,,bank0:0x4777 [4/4]; bank0:0xF4A4 [1/4]; bank0:0xF495 [1/4],
main-ec-299,main-ec,1,4,0x0E03,0x0E03,2,,bank0:0xF4A4 [1/2]; bank0:0xF495 [1/2]; bank0:0x4777 [1/2],
main-ec-300,main-ec,1,4,0x1032,0x1032,2,,common:0x2896 [1/2]; common:0x0013 [1/2],
main-ec-301,main-ec,1,4,0x1665,0x1665,4,,bank0:0xC3A6 [1/4]; bank0:0xC199 [1/4]; bank0:0xC25E [1/4] (+8 more called by the cluster's functions),
main-ec-302,main-ec,1,4,0x1906,0x1906,4,,bank0:0xB965 [2/4]; bank0:0xBDAE [2/4]; bank0:0x821F [2/4] (+4 more called by the cluster's functions),
main-ec-303,main-ec,1,4,0x1C34,0x1C34,1,,common:0x05E8 [1/1]; bank0:0xF116 [1/1],
main-ec-304,main-ec,1,4,0x1F06,0x1F06,4,,common:0x0200 [2/4],
main-ec-305,main-ec,1,3,0x03F1,0x03F1,1,,bank1:0xCFB1 [1/1]; bank1:0xCE2D [1/1]; bank1:0xCE78 [1/1] (+5 more called by the cluster's functions),
main-ec-306,main-ec,1,3,0x0448,0x0448,2,,bank1:0xA5E6 [2/2]; bank1:0x8886 [1/2]; bank1:0x198A [1/2],0x0448
main-ec-307,main-ec,1,3,0x0566,0x0566,1,,bank1:0xAD80 [1/1]; bank1:0xAD7A [1/1]; bank1:0xAD7D [1/1] (+4 more called by the cluster's functions),
main-ec-308,main-ec,1,3,0x06CC,0x06CC,1,,bank1:0x17FE [1/1]; bank1:0x1A20 [1/1]; bank1:0x1984 [1/1] (+1 more called by the cluster's functions),
main-ec-309,main-ec,1,3,0x0707,0x0707,1,,bank1:0x88F0 [1/1],
main-ec-310,main-ec,1,3,0x0755,0x0755,2,,bank1:0xC647 [1/2]; bank1:0xC659 [1/2]; bank1:0x1984 [1/2] (+1 more called by the cluster's functions),
main-ec-311,main-ec,1,3,0x0780,0x0780,3,,bank0:0xC12C [1/3]; bank0:0xC124 [1/3]; bank0:0xC49F [1/3] (+1 more called by the cluster's functions),
main-ec-312,main-ec,1,3,0x085A,0x085A,1,,bank1:0x896A [1/1],
main-ec-313,main-ec,1,3,0x0B00,0x0B00,3,,bank1:0xA44C [1/3]; bank0:0x2A6C [1/3],
main-ec-314,main-ec,1,3,0x0E01,0x0E01,3,,bank0:0xF1E9 [1/3]; bank0:0xF0F3 [1/3]; common:0x7151 [1/3],
main-ec-315,main-ec,1,3,0x0E04,0x0E04,2,,bank0:0xF4A4 [1/2]; bank0:0xF495 [1/2]; bank0:0x4777 [1/2] (+3 more called by the cluster's functions),
main-ec-316,main-ec,1,3,0x0F61,0x0F61,3,,bank0:0xF08B [1/3]; bank0:0x4777 [1/3]; bank0:0xF108 [1/3],
main-ec-317,main-ec,1,3,0x1150,0x1150,3,,common:0x05EF [1/3]; common:0x05E8 [1/3],
main-ec-318,main-ec,1,3,0x1308,0x1308,3,,common:0x0C7A [1/3],
main-ec-319,main-ec,1,3,0x1909,0x1909,3,,bank0:0xB965 [2/3]; bank0:0xBDBA [2/3]; bank0:0x805B (also bank0:0x8274) [2/3] (+5 more called by the cluster's functions),
main-ec-320,main-ec,1,2,0x04A2,0x04A2,2,,,
main-ec-321,main-ec,1,2,0x06F8,0x06F8,1,,bank1:0xABD8 [1/1]; bank1:0xABCE [1/1],
main-ec-322,main-ec,1,2,0x07F2,0x07F2,2,,bank1:0x8863 [1/2]; bank1:0x8CE3 [1/2]; bank1:0x8886 [1/2] (+3 more called by the cluster's functions),
main-ec-323,main-ec,1,2,0x0815,0x0815,2,,bank0:0x9040 [1/2]; common:0x70E4 [1/2]; bank0:0xC2AA [1/2] (+9 more called by the cluster's functions),
main-ec-324,main-ec,1,2,0x0846,0x0846,2,,common:0x15B2 [2/2]; common:0x1AC2 [2/2]; common:0x1CD1 [2/2] (+6 more called by the cluster's functions),
main-ec-325,main-ec,1,2,0x0861,0x0861,2,,,
main-ec-326,main-ec,1,2,0x08BE,0x08BE,1,,common:0x70E4 [1/1],
main-ec-327,main-ec,1,2,0x09C0,0x09C0,2,,,
main-ec-328,main-ec,1,2,0x0A61,0x0A61,1,,,
main-ec-329,main-ec,1,2,0x0BFF,0x0BFF,2,,common:0x2A84 [1/2],
main-ec-330,main-ec,1,2,0x1033,0x1033,1,,,
main-ec-331,main-ec,1,2,0x1306,0x1306,2,,common:0x0200 [1/2]; bank0:0x1978 [1/2]; common:0x0C7A [1/2],
main-ec-332,main-ec,1,2,0x1610,0x1610,2,,bank0:0xC4F0 [1/2],
main-ec-333,main-ec,1,2,0x1641,0x1641,2,,,
main-ec-334,main-ec,1,2,0x1663,0x1663,2,,,
main-ec-335,main-ec,1,2,0x1667,0x1667,2,,,
main-ec-336,main-ec,1,2,0x1C10,0x1C10,2,,,
main-ec-337,main-ec,1,2,0x1C21,0x1C21,2,,,
main-ec-338,main-ec,1,2,0x1C35,0x1C35,2,,bank0:0xD304 [2/2]; bank0:0xD28E [2/2]; bank0:0xD2C2 [2/2] (+2 more called by the cluster's functions),
main-ec-339,main-ec,1,2,0x29F8,0x29F8,2,,bank1:0xE9CE [2/2]; bank1:0x2C70 [2/2],
main-ec-340,main-ec,1,1,0x0018,0x0018,1,,common:0x3F9D [1/1],
main-ec-341,main-ec,1,1,0x0098,0x0098,1,,common:0x05E8 [1/1]; common:0x05EF [1/1]; common:0x1636 [1/1] (+1 more called by the cluster's functions),
main-ec-342,main-ec,1,1,0x0099,0x0099,1,,,
main-ec-343,main-ec,1,1,0x009A,0x009A,1,,common:0x05E8 [1/1]; common:0x05EF [1/1]; common:0x1636 [1/1] (+1 more called by the cluster's functions),
main-ec-344,main-ec,1,1,0x00D0,0x00D0,1,,,
main-ec-345,main-ec,1,1,0x00E0,0x00E0,1,,,
main-ec-346,main-ec,1,1,0x0360,0x0360,1,,,
main-ec-347,main-ec,1,1,0x0434,0x0434,1,,,0x0434
main-ec-348,main-ec,1,1,0x0435,0x0435,1,,common:0x707D [1/1]; bank0:0xE3C4 [1/1]; bank0:0xE3C9 [1/1],0x0435
main-ec-349,main-ec,1,1,0x043F,0x043F,1,,bank1:0x9CD8 [1/1],0x043F
main-ec-350,main-ec,1,1,0x05CC,0x05CC,1,,bank1:0xC267 [1/1]; bank1:0x888C [1/1],
main-ec-351,main-ec,1,1,0x05E0,0x05E0,1,,bank1:0x8ECC [1/1]; bank1:0x8F37 [1/1]; bank1:0x8F54 [1/1] (+1 more called by the cluster's functions),
main-ec-352,main-ec,1,1,0x06EC,0x06EC,1,,,
main-ec-353,main-ec,1,1,0x0725,0x0725,1,,,
main-ec-354,main-ec,1,1,0x0734,0x0734,1,,,0x0734
main-ec-355,main-ec,1,1,0x0736,0x0736,1,,,0x0736
main-ec-356,main-ec,1,1,0x0803,0x0803,1,,bank1:0x85E9 [1/1]; bank1:0x19B4 [1/1],
main-ec-357,main-ec,1,1,0x0823,0x0823,1,,bank1:0x1A38 [1/1],
main-ec-358,main-ec,1,1,0x0850,0x0850,1,,bank0:0x1648 [1/1],
main-ec-359,main-ec,1,1,0x089A,0x089A,1,,,
main-ec-360,main-ec,1,1,0x08C2,0x08C2,1,,bank0:0x708F [1/1]; common:0x707D [1/1]; bank0:0xBB31 [1/1] (+1 more called by the cluster's functions),
main-ec-361,main-ec,1,1,0x09CC,0x09CC,1,,,
main-ec-362,main-ec,1,1,0x0A04,0x0A04,1,,,
main-ec-363,main-ec,1,1,0x0A05,0x0A05,1,,common:0x2F1D [1/1],
main-ec-364,main-ec,1,1,0x0E00,0x0E00,1,,common:0x09A2 [1/1]; common:0x30FB [1/1],
main-ec-365,main-ec,1,1,0x1664,0x1664,1,,,
main-ec-366,main-ec,1,1,0x1668,0x1668,1,,,
main-ec-367,main-ec,1,1,0x1674,0x1674,1,,common:0x7110 [1/1],
main-ec-368,main-ec,1,1,0x170C,0x170C,1,,common:0x07C1 [1/1]; common:0x07D0 [1/1]; common:0x07E7 [1/1] (+2 more called by the cluster's functions),
main-ec-369,main-ec,1,1,0x170D,0x170D,1,,common:0x07B6 [1/1]; common:0x07D0 [1/1]; common:0x07E7 [1/1] (+2 more called by the cluster's functions),
main-ec-370,main-ec,1,1,0x170E,0x170E,1,,common:0x07B6 [1/1]; common:0x07D6 [1/1]; common:0x07E7 [1/1] (+2 more called by the cluster's functions),
main-ec-371,main-ec,1,1,0x1907,0x1907,1,,,
main-ec-372,main-ec,1,1,0x190A,0x190A,1,,,
main-ec-373,main-ec,1,1,0x190D,0x190D,1,,,
main-ec-374,main-ec,1,1,0x1A04,0x1A04,1,,common:0x05E8 [1/1]; bank0:0xD991 [1/1]; bank0:0xD5D4 [1/1] (+1 more called by the cluster's functions),
main-ec-375,main-ec,1,1,0x200F,0x200F,1,,common:0x2896 [1/1]; bank0:0x3AD6 [1/1],
main-ec-376,main-ec,1,1,0x9000,0x9000,1,,,
pd-001,pd,35,152,0x00B6 0x00B7 0x00B8 0x00B9 0x00BA 0x00BB 0x00BC 0x00BD 0x00BE 0x00D3 0x00D4 0x00D5 0x00D6 0x00D7 0x0208 0x0209 0x020A 0x07C9 0x07CA 0x07CB 0x07CC 0x07CD 0x07CE 0x0945 0x0AE8 0xFF80 0xFF84 0xFFC0 0xFFC1 0xFFC2 0xFFD0 0xFFD1 0xFFE0 0xFFE1 0xFFE2,0x00B6-0xFFE2,14,pd:0xA8AE=event_dispatch_ff80_ffe0 [dispatch]; pd:0xAE9C=write_07d1_then_call_chain [logic]; pd:0xC62B=write_00b8_pattern_then_copy_ffc0_to_00d5 [copy]; pd:0xEA67=reset_07c9_block_then_flag_00d3_1 [state]; pd:0x7392=count_07cb_up_to_3_over_07ca_records [state]; pd:0xDA44=poll_0208_0209_then_spin [logic]; pd:0xEFB9=clear_0ffd3_ff88_ffe1_bits_then_ffd0_2e [writer]; pd:0xF63F=store_r7_to_07cc_r5_to_0945 [writer],pd:0x1041 [4/14]; pd:0x9028 [3/14]; pd:0x906D [2/14] (+59 more called by the cluster's functions),0x07CC
pd-002,pd,20,55,0x07F3 0x07F4 0x07F5 0x07F6 0x07F7 0x07F8 0x07F9 0x07FA 0x07FB 0x07FC 0x07FD 0x07FE 0x07FF 0x0801 0x0802 0x0806 0x0809 0x080A 0x080B 0x080C,0x07F3-0x080C,4,pd:0x6673=FUN_CODE_6673; pd:0xADAB=copy_0809_to_080a_then_dispatch_0805 [dispatch]; pd:0xD83D=store_4_zero_bytes_at_0904_plus_0809_times_5e [writer]; pd:0x68CE=store_a_and_copy_07f4_masked_to_07f5 [writer],pd:0xF22E [2/4]; pd:0x1EFE [1/4]; pd:0x39E6 [1/4] (+41 more called by the cluster's functions),
pd-003,pd,7,9,0x042F 0x0849 0x084A 0x084C 0x0851 0x0855 0x0856,0x042F-0x0856,3,pd:0x821B=fill_0849_0857_block [writer],pd:0x99C9 [1/3]; pd:0x10C8 [1/3]; pd:0x9988 [1/3] (+6 more called by the cluster's functions),
pd-004,pd,6,14,0x00E2 0x0300 0x0301 0x083B 0x0AE3 0x0AE4,0x00E2-0x0AE4,4,pd:0x0180=dispatch_r5_write_083b_0300 [dispatch]; pd:0xD085=decrement_00e2_and_tail_jump_to_d07b [state]; pd:0xF79C=ljmp_d085 [forwarder]; pd:0xF477=call_0180_if_00e2_is_1 [gate],pd:0xB159 [3/4]; pd:0x104D [3/4]; pd:0x0CF7 [2/4] (+5 more called by the cluster's functions),
